frame,system,rom_label,pc,ram_0000_t49,ram_0000_t41,ram_0000_t42,ram_0002_t17,ram_0003_t18,ram_0004_t18,game_mode,screen_ready,ram_script,ram_subscript,ppu_load_index,ram_frm_cnt,cur_save_slot,rendering_flag,ram_004D,ram_next_script,ram_005C,se_ptr_lo,se_ptr_hi,ram_006C_se,ram_00F6,btn_press,btn_hold,scroll_y,scroll_x,ram_for_2001,ram_for_2000,ram_0415,ram_041A,ram_041F,ram_0421,ram_0423,spr_index_1,spr_index_2,ram_042D,ram_042E,ram_00E7,ram_map_location,ram_next_map_location,ram_0528,ram_05F1,ram_05F4,ram_05F5,ram_music,ram_music_busy,ram_060A,ram_060B,ram_060C,ram_060D,ram_0611,ram_0612,ram_0613,ram_0616,ram_0617,ram_0619,ram_061B,ppu_buf_status,ppu_buf_index,ppu_buf_0,ppu_buf_1,ppu_buf_2,ppu_buf_3,ppu_buf_4,ppu_buf_5,ppu_buf_6,ppu_buf_7,trace_last,trace_seq,trace_music_writer,trace_music_value,trace_busy_writer,trace_busy_value,PPU_REQ_INDEX,PPU_REQ_PTR,PPU_REQ_RES,SEQ_EVT_COUNT,PPU_EVT_COUNT,reg_d0,reg_d1,reg_d2,reg_d3,reg_d4,reg_d5,reg_d6,reg_d7,reg_a0,reg_a1,reg_a2,reg_a3,reg_a4,reg_a5,reg_a6,reg_a7,reg_sr
95,genesis,zelda_v283,0008E8,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0181,B201,8000,B102,0000,0010,A869,00017947,0008,0000,0000041F,00000011,00000024,00002447,00012400,0000A869,00000000,0000FFFF,00017290,00018206,00000000,00000000,00000000,00000000,00000000,00FFFD9E,2609
96,genesis,zelda_v283,000B9C,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B4,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,018B,B201,8000,B102,0000,0010,A869,00017947,0008,0000,00000424,0000002F,00000024,000024C4,000100C4,0000A869,00000000,0000FFFF,00017290,000182FB,00000000,00000000,00000000,00000000,00000000,00FFFD76,2600
97,genesis,zelda_v283,0008F2,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0195,B201,8000,B102,0000,0010,A869,00017947,0008,0000,00000436,0000002F,00000020,00002014,00012000,0000A869,00000000,0000FFFF,00017290,0001840E,00000000,00000000,00000000,00000000,00000000,00FFFD9E,2609
98,genesis,zelda_v283,000B00,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,019F,B201,8000,B102,0000,0010,A869,00017947,0008,0000,00000406,0000002D,00000006,00000674,00010600,0000A869,00000000,0000FFFF,00017290,00018523,00000000,00000000,00000000,00000000,00000000,00FFFD9A,2600
99,genesis,zelda_v283,0008DC,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B4,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,01AD,B201,8000,B102,0000,0010,A869,00017947,0008,0000,00000414,00000020,000000C0,0000C280,0001C200,0000A869,00000000,0000FFFF,00017290,000186B1,00000000,00000000,00000000,00000000,00000000,00FFFD9E,2608
100,genesis,zelda_v283,000DDA,02,02,03,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,00,00,00,80,20,23,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0403,01D3,B001,0000,B101,8000,0000,0302,00000000,000C,0000,0000C09A,40800001,000001FF,0000C09A,0000002E,00000000,0000002E,0000002E,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD72,2600
101,genesis,zelda_v283,000DFE,02,02,03,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,00,00,00,80,20,23,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0403,01D3,B001,0000,B101,8000,0000,0302,00000000,000C,0000,0000C3A4,43800007,00000124,00000000,000000F3,00000000,00000007,00000013,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD72,2600
102,genesis,zelda_v283,000DC6,02,02,03,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,00,00,00,80,20,23,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0403,01D3,B001,0000,B101,8000,0000,0302,00000000,000C,0000,0000C6B0,4680000D,00000124,0000C6B0,000001B9,00000000,00000006,00000010,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD72,2600
103,genesis,zelda_v283,000DD0,02,02,03,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,00,00,00,80,20,23,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0403,01D3,B001,0000,B101,8000,0000,0302,00000000,000C,0000,0000C9BA,49800013,00000124,0000C9BA,0000027E,00000002,00000001,0000000A,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD72,2600
104,genesis,zelda_v283,000E38,02,02,03,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,00,00,00,80,20,23,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0403,01D3,B001,0000,B101,8000,0000,0302,00000000,000C,0000,00000000,4D00001A,00000124,00000002,00000343,00000000,00000124,00000003,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD72,2604
105,genesis,zelda_v283,004D02,02,02,03,FF,01,01,00,01,00,00,00,05,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,01,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0403,01EE,B001,0000,B101,1800,0000,0302,00000000,0010,0000,00000086,00000025,00000028,00FF0000,C0008118,00000302,00000000,0000FFFF,00005620,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA2,2608
106,genesis,zelda_v283,00090E,10,10,03,00,01,01,00,01,00,00,00,07,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,02,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0203,021C,B001,0000,B101,1800,0000,0302,00000000,0018,0000,00000424,00000002,0000008D,00000491,00000491,00000000,00000000,0000FFFF,00FFC000,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDD4,2000
107,genesis,zelda_v283,000C24,10,10,03,00,01,01,00,01,00,00,00,08,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,02,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0203,0237,B001,0000,B101,1800,0000,0302,00000000,001C,0000,00000424,00000001,000000C1,0000055D,0000055D,00000000,00000000,0000FFFF,00FFC000,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDD0,2000
108,genesis,zelda_v283,00090E,10,10,03,00,01,01,00,01,00,00,00,09,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,03,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0403,0254,B001,0000,B101,1800,0000,0302,00000000,0020,0000,00000400,00000037,00000000,000012C9,000012C9,00000000,00000000,0000FFFF,00FFC000,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDD4,2004
109,genesis,zelda_v283,000BB4,28,28,24,00,01,01,00,01,00,00,00,0A,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,03,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,7C,10,36,0403,0271,B001,0000,B101,1800,0000,0302,00000000,0024,0000,00000424,00000004,000000CC,00002834,00000034,0000001E,00000000,0000FFFF,00FF8200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDD0,2000
110,genesis,zelda_v283,000916,10,10,03,00,01,01,00,01,00,00,00,0B,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,04,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,7C,10,36,0203,028C,B001,0000,B101,1800,0000,0302,00000000,0028,0000,00000424,00000004,00000006,000003CA,00000300,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDF8,2000
111,genesis,zelda_v283,000916,10,10,03,00,01,01,00,01,00,00,00,0C,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,04,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,7C,10,36,0203,02A7,B001,0000,B101,1800,0000,0302,00000000,002C,0000,00000424,00000003,0000003A,000003CF,00000300,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDF8,2000
112,genesis,zelda_v283,000B06,10,10,03,00,01,01,00,01,00,00,00,0D,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,05,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,7C,10,36,0203,02C2,B001,0000,B101,1800,0000,0302,00000000,0030,0000,00000424,00000002,0000006E,000003CE,00000300,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDF4,2000
113,genesis,zelda_v283,000B00,10,10,03,00,01,01,00,01,00,00,00,0E,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,05,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,7C,10,36,0203,02DD,B001,0000,B101,1800,0000,0302,00000000,0034,0000,00000424,00000001,000000A2,000003CE,00000300,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDF4,2000
114,genesis,zelda_v283,000B00,10,10,03,00,01,01,00,01,00,00,00,0F,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,06,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,7C,10,36,0403,02FA,B001,0000,B101,1800,0000,0302,00000000,0038,0000,00000400,00000018,00000000,000012E8,00001200,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDF4,2004
115,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,10,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,06,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,00,10,36,0203,0315,B001,0000,B101,1800,0000,0302,00000000,003C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
116,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,11,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,07,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,00,10,36,0203,0330,B001,0000,B101,1800,0000,0302,00000000,0040,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
117,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,12,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,07,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,00,10,36,0203,034B,B001,0000,B101,1800,0000,0302,00000000,0044,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
118,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,13,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,08,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,00,10,36,0203,0366,B001,0000,B101,1800,0000,0302,00000000,0048,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
119,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,14,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,08,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,00,10,36,0203,0381,B001,0000,B101,1800,0000,0302,00000000,004C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
120,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,15,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,09,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,00,10,36,0203,039C,B001,0000,B101,1800,0000,0302,00000000,0050,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
121,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,16,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,09,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,FF,10,36,0203,03B7,B001,0000,B101,1800,0000,0302,00000000,0054,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
122,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,17,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,0A,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,FF,10,36,0203,03D2,B001,0000,B101,1800,0000,0302,00000000,0058,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
123,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,18,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,0A,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,FF,10,36,0203,03ED,B001,0000,B101,1800,0000,0302,00000000,005C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
124,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,19,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,0B,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,FF,10,36,0203,0408,B001,0000,B101,1800,0000,0302,00000000,0060,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
125,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,1A,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,0B,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,FF,10,36,0203,0423,B001,0000,B101,1800,0000,0302,00000000,0064,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
126,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,1B,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,0C,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,FF,10,36,0203,043E,B001,0000,B101,1800,0000,0302,00000000,0068,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
127,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,1C,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,0C,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,03,10,36,0203,0459,B001,0000,B101,1800,0000,0302,00000000,006C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
128,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,1D,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,0D,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,03,10,36,0203,0474,B001,0000,B101,1800,0000,0302,00000000,0070,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
129,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,1E,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,0D,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,03,10,36,0203,048F,B001,0000,B101,1800,0000,0302,00000000,0074,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
130,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,1F,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,0E,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,03,10,36,0203,04AA,B001,0000,B101,1800,0000,0302,00000000,0078,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
131,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,20,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,0E,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,03,10,36,0203,04C5,B001,0000,B101,1800,0000,0302,00000000,007C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
132,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,21,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,0F,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,03,10,36,0203,04E0,B001,0000,B101,1800,0000,0302,00000000,0080,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
133,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,22,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,0F,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,02,10,36,0203,04FB,B001,0000,B101,1800,0000,0302,00000000,0084,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
134,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,23,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,10,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,02,10,36,0203,0516,B001,0000,B101,1800,0000,0302,00000000,0088,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
135,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,24,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,10,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,02,10,36,0203,0531,B001,0000,B101,1800,0000,0302,00000000,008C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
136,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,25,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,11,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,02,10,36,0203,054C,B001,0000,B101,1800,0000,0302,00000000,0090,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
137,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,26,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,11,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,02,10,36,0203,0567,B001,0000,B101,1800,0000,0302,00000000,0094,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
138,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,27,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,12,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,02,10,36,0203,0582,B001,0000,B101,1800,0000,0302,00000000,0098,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
139,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,28,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,12,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,11,10,36,0203,059D,B001,0000,B101,1800,0000,0302,00000000,009C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
140,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,29,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,13,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,11,10,36,0203,05B8,B001,0000,B101,1800,0000,0302,00000000,00A0,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
141,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,2A,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,13,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,11,10,36,0203,05D3,B001,0000,B101,1800,0000,0302,00000000,00A4,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
